class,text
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
10,"Tringa Totanus: Brisk, fluty teu-teu notes with a lively cadence."
